study_accession	sample_accession	experiment_accession	run_accession	scientific_name	library_name	nominal_length	library_source	read_count	study_title	fastq_bytes	fastq_md5	fastq_ftp	sample_alias
PRJEB7866	SAMEA3143271	ERX639140	ERR694160	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	356848980;363959814	317fb79731f5f7927a379ba558ce066a;6fdcdab9476e05cca833ecea95744dea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694160/ERR694160_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694160/ERR694160_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639141	ERR694161	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	334445959;341313914	97d9e7d9887ea18e875ff8a2c044494b;4dd1a629795476dd0f48511e3bc6d73b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694161/ERR694161_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694161/ERR694161_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639142	ERR694162	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	350143128;357845973	ca330148ea205d383da054083a4f82a7;1c8a645a206ffdca1567221b9b5b3ed7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694162/ERR694162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694162/ERR694162_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639143	ERR694163	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	339395919;343849735	6510100e80e5e14cfec275ef19983585;c581487bded414741f4167b8bc57e883	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694163/ERR694163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694163/ERR694163_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639144	ERR694164	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	3183830	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	286529562;292037318	084966751abeacd3c6aae3194a086914;065aee555d4303ee841e1074c02127e5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694164/ERR694164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694164/ERR694164_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639145	ERR694165	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	348625894;351136825	4551cfe1074d37dca10bc32ec74e1288;e0df781b1684dedd41275da215a8f8e3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694165/ERR694165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694165/ERR694165_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639146	ERR694166	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	364083991;364012634	0d574f03c12bf47b573d15d3923b1ff5;6a792c38aaff8c6aeb3078390587b77f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694166/ERR694166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694166/ERR694166_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639147	ERR694167	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	355825507;357403929	e723af56705d1d30eed5a2637eb8ecef;8a5d82abffc82ced556aef34abc5a88c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694167/ERR694167_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694167/ERR694167_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639148	ERR694168	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	361759634;363036160	0ef8f889a1ecc58ba850cf0025bcaadf;f197e4e1084a3a5938ba964e206f7a6a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694168/ERR694168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694168/ERR694168_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639149	ERR694169	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	365971450;366999101	408c396a00f311d74de08f532319e524;a841ad7c0172202df9f010cd1acc449e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694169/ERR694169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694169/ERR694169_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639150	ERR694170	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	349429660;352423522	8763b45561be896b83c08bacead78cbd;13edbee055ba1effb6127b712b161589	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694170/ERR694170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694170/ERR694170_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639151	ERR694171	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	362096128;363858035	f3a6a71664df91a29703469a392185c6;dc7aa312feff761491abf3be0f0c62e9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694171/ERR694171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694171/ERR694171_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639152	ERR694172	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	342574591;346478837	b9e0b541ebf797b088680637db4baaf9;bbdca721805e0c52f8b256c1c9655179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694172/ERR694172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694172/ERR694172_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639153	ERR694173	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	359910495;360375276	60efa8aa59043a399bd7c627c00346fb;6cb33294ea1161df37f40cc29450e0e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694173/ERR694173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694173/ERR694173_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639154	ERR694174	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	352910342;355212898	f3d5c57f921afd02a3c1f844c4b92044;48b84c7a23be6890fb1f5910edbfba1f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694174/ERR694174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694174/ERR694174_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143271	ERX639155	ERR694175	metagenome	FS898_N3Area_DNA	290	METAGENOMIC	1804704	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	167836679;167867629	2f7fc13e1611114465d3c5ee99b03ce0;0b6af8b10ca8c21eb2a37b130bb8959e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694175/ERR694175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694175/ERR694175_2.fastq.gz	FS898_N3Area_DNA
PRJEB7866	SAMEA3143273	ERX639156	ERR694176	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	351445951;355463849	fce2ebfa8ada64e402e6362787b08e2f;40df619336403d939cf93f83c8e40f77	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694176/ERR694176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694176/ERR694176_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639157	ERR694177	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	364381113;370927462	e088fdf0db2387ca209a4a0fe2d32f15;f801442a9ad4a7b3a91e574bf286f0dd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694177/ERR694177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694177/ERR694177_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639158	ERR694178	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	343045917;350311484	0e8d7f11885e414e7f45c8f61df24c87;563b5a3476ddcecdcd25beef4f305b49	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694178/ERR694178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694178/ERR694178_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639159	ERR694179	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	353822173;361600733	3d7329f3a53806d4397470af759c3045;4e2303319ff72640178fd9327dd9417f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694179/ERR694179_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694179/ERR694179_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639160	ERR694180	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	344179550;350741410	ef828beee32b9c24ca360aa930b4684d;2fb268941b44f4c3a357a98fe6757cc1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694180/ERR694180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694180/ERR694180_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639161	ERR694181	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	352433130;359864839	904375ac5283cdb6ba1b586cac046fc4;77d00ecd19d743ecea5cedaa713d9838	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694181/ERR694181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694181/ERR694181_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639162	ERR694182	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	351433945;357978027	baf99e32ede4ae499dddfef48fa7d64c;8367b8cb9d96bcb239c726b513f6150e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694182/ERR694182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694182/ERR694182_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639163	ERR694183	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	350190069;358045450	e98ae4f96fdc898310bf2c24cf17627b;aebb88d59123066cbb2bebbedc546e97	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694183/ERR694183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694183/ERR694183_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639164	ERR694184	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	344575958;353442271	190a4195c915da05f8c1adb398b3a1e3;f3e88d29c62938eb19c09c0df56380e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694184/ERR694184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694184/ERR694184_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639165	ERR694185	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	347053664;353955428	d517b52dc7374618eb6ae17feb71ec19;c3a25a7b70fefe6ae3a407c7e4535fa5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694185/ERR694185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694185/ERR694185_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639166	ERR694186	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	352638254;359534269	8921f8be7e560047f5f3dabe07750029;0cf42dde75e893565a8de34c6405cb14	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694186/ERR694186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694186/ERR694186_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639167	ERR694187	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	1001359	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	92257326;93973508	7e9e5b8f084de3fce5b352812ef80c2d;b0d08d309c0870723c544730b30e95fc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694187/ERR694187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694187/ERR694187_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639168	ERR694188	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	351615582;355165975	c89e1de96462ca880a2f51362e972592;44e38c4834464b6e1920496da37eec29	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694188/ERR694188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694188/ERR694188_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639169	ERR694189	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	364958510;366213370	4de5563b2a77240914b74edb1a9577fc;ef4a88ea325b7a0347e6285cc7d59733	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694189/ERR694189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694189/ERR694189_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639170	ERR694190	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	361168166;362989290	8ee639d21b80111d478806cfeef5f232;f726abe7ae390f85f78c4ada12bba760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694190/ERR694190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694190/ERR694190_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639171	ERR694191	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	361023762;363758356	56950a5e580e38624b299f67cec67f85;aedfb9678e0dd5416fce8593fb4ec5cc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694191/ERR694191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694191/ERR694191_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639172	ERR694192	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	370725026;372006181	1fb95eb6277ce82d62cac467d8325352;fb77799a3943c0938c11285d47fd6f1f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694192/ERR694192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694192/ERR694192_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639173	ERR694193	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	348782063;353592361	59285c54b5b61d696ed69b023b8c0042;c3901d4eb6f5ba1230072dea18140103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694193/ERR694193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694193/ERR694193_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639174	ERR694194	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	360892588;364082432	080bda1a7f61b7bbc26dce4225a46c75;8d48771317f90700ec22fe647fd4ddb7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694194/ERR694194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694194/ERR694194_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639175	ERR694195	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	352333335;355475163	b939f611998ba02c126512e9b5372a80;a698edb83f1adef038cf3df1aea8d294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694195/ERR694195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694195/ERR694195_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639176	ERR694196	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	357265526;359912741	b7394f4c679dc21ef953a33b5faeda26;20bc3ddff4a19c822d85d8bd19c21c4f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694196/ERR694196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694196/ERR694196_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639177	ERR694197	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	364351153;366016706	6581602c858861ea6efdccca788d78b3;cde041a635e482a15252c1ab7a36b177	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694197/ERR694197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694197/ERR694197_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143273	ERX639178	ERR694198	metagenome	FS900_Dependable_DNA	290	METAGENOMIC	148291	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	13974355;14075871	4324299aa0ebccf1daca95677bb90524;24f0673e4b4ca60b118531027a92fe76	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694198/ERR694198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694198/ERR694198_2.fastq.gz	FS900_Dependable_DNA
PRJEB7866	SAMEA3143265	ERX639179	ERR694199	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	352650602;356219918	790d29b17e8d427bcfb8d0f7a9453912;a60240ca68b5b3fe508fc3b640c259b3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694199/ERR694199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694199/ERR694199_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143265	ERX639180	ERR694200	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	349220270;353755290	029e1e08069ef2bbfec392d140dac504;9bd2757440c2142188e3540cf595e5e7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694200/ERR694200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694200/ERR694200_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143265	ERX639181	ERR694201	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	350158668;355339256	2b22c48039154c7796185953495fcb12;0f3afe7de90e69099d28cc240439d86f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694201/ERR694201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694201/ERR694201_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143265	ERX639182	ERR694202	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	2427727	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	212096552;214630157	82739477cd5411158f3dffb800cc891f;db72876c4f59bdb78b11a4adf24251a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694202/ERR694202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694202/ERR694202_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143265	ERX639183	ERR694203	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	357476500;357264144	63dd9007421d3216b049d0c1b3e93c4d;a49d1948d5a6ab73748cd03f58fb066c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694203/ERR694203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694203/ERR694203_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143265	ERX639184	ERR694204	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	358583289;359147227	a1b3321c0786151014b48e4f42938b2b;803ee1bef7c189f29c2638c56be016cc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694204/ERR694204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694204/ERR694204_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143265	ERX639185	ERR694205	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	354816712;355518278	bdbe649ab658a9ea93d0bba5973c0053;5944fa305961e617c71df9cf9e25004b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694205/ERR694205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694205/ERR694205_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143265	ERX639186	ERR694206	metagenome	FS904_Marker33_DNA	290	METAGENOMIC	1478136	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	133991469;133899761	703ec6b415489006792a32b22e093d3a;06a94baca003f5267e38d519d333a3f8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694206/ERR694206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694206/ERR694206_2.fastq.gz	FS904_Marker33_DNA
PRJEB7866	SAMEA3143263	ERX639187	ERR694207	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	353225094;357696869	f664c766e8860767a902cdd4fd1c1e9e;bd946a78e9625807048c39e853dffbbf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694207/ERR694207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694207/ERR694207_2.fastq.gz	FS903_Marker113_DNA
PRJEB7866	SAMEA3143263	ERX639188	ERR694208	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	349252785;354563001	e2728ca8df9f85955c2afc927bdc6f84;283a1681abf84d13e7faa9ccd9f882a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694208/ERR694208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694208/ERR694208_2.fastq.gz	FS903_Marker113_DNA
PRJEB7866	SAMEA3143263	ERX639189	ERR694209	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	4000000	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	349245740;355437146	10c68d9a1f05ef2062d7c2c336a4d629;71b478efa63977cfaa4d6dccdb82cf1d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694209/ERR694209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694209/ERR694209_2.fastq.gz	FS903_Marker113_DNA
PRJEB7866	SAMEA3143263	ERX639190	ERR694210	metagenome	FS904_Marker113_DNA	290	METAGENOMIC	1926316	Metagenomes and metatranscriptomes from the diffuse hydrothermal vents of Axial Seamount from 2013	169886076;172129156	c02ff104e50573bcfda0a0a7fffa8b60;15945c94093cf3cb4fd0a9c35261dc8a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694210/ERR694210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR694/ERR694210/ERR694210_2.fastq.gz	FS903_Marker113_DNA
